"","responseid","condition","veracity","topic","accuracy","reliable","unbiased","aot","cmt","pet","pit","screenacc"
"930","R_23dCma6Z2eGPI7C","debunk","false","brain",11,3,67,3,3.16666666666667,3.33333333333333,2.66666666666667,1
"931","R_23dCma6Z2eGPI7C","debunk","true","brain",85,91,68,3,3.16666666666667,3.33333333333333,2.66666666666667,1
"932","R_23dzmWcDQbqjVzF","correction","none","brain",50,50,50,3.83333333333333,2.83333333333333,3.16666666666667,4,1
"933","R_23dzmWcDQbqjVzF","correction","false","brain",50,50,50,3.83333333333333,2.83333333333333,3.16666666666667,4,1
"934","R_23dzmWcDQbqjVzF","correction","true","brain",50,50,50,3.83333333333333,2.83333333333333,3.16666666666667,4,1
"935","R_23fcgK6bJgB1GY3","correction","none","rust",90,90,85,1.16666666666667,2.16666666666667,1.66666666666667,3,1
"936","R_23fcgK6bJgB1GY3","correction","false","rust",0,0,10,1.16666666666667,2.16666666666667,1.66666666666667,3,1
"937","R_23fcgK6bJgB1GY3","correction","true","rust",85,85,80,1.16666666666667,2.16666666666667,1.66666666666667,3,1
"938","R_23gH2j5iEi054J8","correction","none","asp",85,85,100,1.33333333333333,1,1.16666666666667,2.66666666666667,1
"939","R_23gH2j5iEi054J8","correction","false","asp",60,60,65,1.33333333333333,1,1.16666666666667,2.66666666666667,1
"940","R_23gH2j5iEi054J8","correction","true","asp",80,80,80,1.33333333333333,1,1.16666666666667,2.66666666666667,1
"941","R_23lr2wfXFy1U5mV","misinfo","none","rust",29,9,11,1.83333333333333,5.66666666666667,1.16666666666667,3.16666666666667,1
"942","R_23lr2wfXFy1U5mV","misinfo","false","rust",1,2,1,1.83333333333333,5.66666666666667,1.16666666666667,3.16666666666667,1
"943","R_23lr2wfXFy1U5mV","misinfo","true","rust",81,84,97,1.83333333333333,5.66666666666667,1.16666666666667,3.16666666666667,1
"944","R_240FZ9F3fUihkIN","debunk","none","asymp",80,80,92,4.83333333333333,5,2.33333333333333,5,1
"945","R_240FZ9F3fUihkIN","debunk","none","asymp",19,24,9,4.83333333333333,5,2.33333333333333,5,1
"946","R_240FZ9F3fUihkIN","debunk","false","asymp",27,26,9,4.83333333333333,5,2.33333333333333,5,1
"947","R_240FZ9F3fUihkIN","debunk","true","asymp",86,81,77,4.83333333333333,5,2.33333333333333,5,1
"948","R_24COX6e5FSnu4DN","misinfo","none","ive",26,31,38,2,1.5,4.33333333333333,3.16666666666667,1
"949","R_24COX6e5FSnu4DN","misinfo","false","ive",38,39,24,2,1.5,4.33333333333333,3.16666666666667,1
"950","R_24COX6e5FSnu4DN","misinfo","true","ive",45,49,59,2,1.5,4.33333333333333,3.16666666666667,1
"951","R_24N1T34u2QR1win","correction","none","rust",59,60,50,4,3.83333333333333,2.16666666666667,4,1
"952","R_24N1T34u2QR1win","correction","false","rust",30,30,16,4,3.83333333333333,2.16666666666667,4,1
"953","R_24N1T34u2QR1win","correction","true","rust",50,50,50,4,3.83333333333333,2.16666666666667,4,1
"954","R_24OCM3GnOW0MVeL","debunk","none","asymp",9,0,12,2.16666666666667,4.33333333333333,2.5,4.33333333333333,1
"955","R_24OCM3GnOW0MVeL","debunk","none","asymp",100,100,100,2.16666666666667,4.33333333333333,2.5,4.33333333333333,1
"956","R_24OCM3GnOW0MVeL","debunk","false","asymp",100,100,87,2.16666666666667,4.33333333333333,2.5,4.33333333333333,1
"957","R_24OCM3GnOW0MVeL","debunk","true","asymp",0,0,0,2.16666666666667,4.33333333333333,2.5,4.33333333333333,1
"958","R_24j7qV1RHXjKG7N","correction","none","asymp",92,93,0,3.83333333333333,4.33333333333333,4,4.16666666666667,1
"959","R_24j7qV1RHXjKG7N","correction","false","asymp",61,61,12,3.83333333333333,4.33333333333333,4,4.16666666666667,1
"960","R_24j7qV1RHXjKG7N","correction","true","asymp",70,71,7,3.83333333333333,4.33333333333333,4,4.16666666666667,1
"961","R_24tI696AL4opNEy","misinfo","none","asymp",82,83,0,2,2.66666666666667,2,2.66666666666667,1
"962","R_24tI696AL4opNEy","misinfo","false","asymp",0,0,1,2,2.66666666666667,2,2.66666666666667,1
"963","R_24tI696AL4opNEy","misinfo","true","asymp",90,95,98,2,2.66666666666667,2,2.66666666666667,1
"964","R_24tLhOlTbaA2tYU","debunk","none","asymp",97,97,98,4.16666666666667,3,2.5,5,1
"965","R_24tLhOlTbaA2tYU","debunk","none","asymp",80,83,93,4.16666666666667,3,2.5,5,1
"966","R_24tLhOlTbaA2tYU","debunk","false","asymp",66,38,35,4.16666666666667,3,2.5,5,1
"967","R_24tLhOlTbaA2tYU","debunk","true","asymp",89,89,98,4.16666666666667,3,2.5,5,1
"968","R_24vpCbI6IFr1Z4X","correction","none","rust",70,70,70,1.66666666666667,2.83333333333333,1.83333333333333,2.16666666666667,1
"969","R_24vpCbI6IFr1Z4X","correction","false","rust",0,0,0,1.66666666666667,2.83333333333333,1.83333333333333,2.16666666666667,1
"970","R_24vpCbI6IFr1Z4X","correction","true","rust",70,70,80,1.66666666666667,2.83333333333333,1.83333333333333,2.16666666666667,1
"971","R_25FIYGlbv1qLCBz","misinfo","none","herd",82,41,70,1.16666666666667,2,1.5,3.16666666666667,1
"972","R_25FIYGlbv1qLCBz","misinfo","false","herd",40,15,30,1.16666666666667,2,1.5,3.16666666666667,1
"973","R_25FIYGlbv1qLCBz","misinfo","true","herd",60,50,70,1.16666666666667,2,1.5,3.16666666666667,1
"974","R_25QKDBWR56V04lX","debunk","none","rust",84,89,95,2.5,2.66666666666667,3,4.16666666666667,1
"975","R_25QKDBWR56V04lX","debunk","none","rust",14,12,0,2.5,2.66666666666667,3,4.16666666666667,1
"976","R_25QKDBWR56V04lX","debunk","false","rust",0,0,0,2.5,2.66666666666667,3,4.16666666666667,1
"977","R_25QKDBWR56V04lX","debunk","true","rust",95,93,91,2.5,2.66666666666667,3,4.16666666666667,1
"978","R_25TM3Wa4canAlq7","misinfo","none","brain",50,0,30,2.5,2.83333333333333,3.5,4.83333333333333,0.5
"979","R_25TM3Wa4canAlq7","misinfo","false","brain",61,0,30,2.5,2.83333333333333,3.5,4.83333333333333,0.5
"980","R_25TM3Wa4canAlq7","misinfo","true","brain",100,100,100,2.5,2.83333333333333,3.5,4.83333333333333,0.5
"981","R_2647cH3XDSSUKkE","debunk","none","asymp",51,51,51,1.83333333333333,3,1,6,1
"982","R_2647cH3XDSSUKkE","debunk","none","asymp",50,51,51,1.83333333333333,3,1,6,1
"983","R_2647cH3XDSSUKkE","debunk","false","asymp",44,43,42,1.83333333333333,3,1,6,1
"984","R_2647cH3XDSSUKkE","debunk","true","asymp",43,44,44,1.83333333333333,3,1,6,1
"985","R_268WOgOR0ZzkvgB","debunk","none","asymp",70,70,52,2.16666666666667,2.66666666666667,2.33333333333333,4,1
"986","R_268WOgOR0ZzkvgB","debunk","none","asymp",3,1,2,2.16666666666667,2.66666666666667,2.33333333333333,4,1
"987","R_268WOgOR0ZzkvgB","debunk","false","asymp",19,19,20,2.16666666666667,2.66666666666667,2.33333333333333,4,1
"988","R_268WOgOR0ZzkvgB","debunk","true","asymp",61,51,52,2.16666666666667,2.66666666666667,2.33333333333333,4,1
"989","R_269Loau82Z2n4YG","correction","none","brain",94,66,79,1.33333333333333,3.83333333333333,1.16666666666667,1.83333333333333,1
"990","R_269Loau82Z2n4YG","correction","false","brain",15,1,32,1.33333333333333,3.83333333333333,1.16666666666667,1.83333333333333,1
"991","R_269Loau82Z2n4YG","correction","true","brain",94,94,100,1.33333333333333,3.83333333333333,1.16666666666667,1.83333333333333,1
"992","R_26aRYqSMHPevzzm","misinfo","none","rust",63,38,42,4,3.66666666666667,2,4.83333333333333,1
"993","R_26aRYqSMHPevzzm","misinfo","false","rust",17,0,7,4,3.66666666666667,2,4.83333333333333,1
"994","R_26aRYqSMHPevzzm","misinfo","true","rust",65,67,51,4,3.66666666666667,2,4.83333333333333,1
"995","R_26fgjMj1lKJYGT7","misinfo","none","brain",60,61,38,1.5,1.83333333333333,2,2.83333333333333,1
"996","R_26fgjMj1lKJYGT7","misinfo","false","brain",72,73,66,1.5,1.83333333333333,2,2.83333333333333,1
"997","R_26fgjMj1lKJYGT7","misinfo","true","brain",99,97,96,1.5,1.83333333333333,2,2.83333333333333,1
"998","R_26l3W2cAUSRVreU","correction","none","rust",87,87,77,3.66666666666667,3.33333333333333,2.66666666666667,4.66666666666667,1
"999","R_26l3W2cAUSRVreU","correction","false","rust",50,50,40,3.66666666666667,3.33333333333333,2.66666666666667,4.66666666666667,1
"1000","R_26l3W2cAUSRVreU","correction","true","rust",81,81,69,3.66666666666667,3.33333333333333,2.66666666666667,4.66666666666667,1
"1001","R_26nEXLNNVuHyZ2i","debunk","none","asymp",92,91,3,3,2.66666666666667,2,3.16666666666667,1
"1002","R_26nEXLNNVuHyZ2i","debunk","none","asymp",30,20,0,3,2.66666666666667,2,3.16666666666667,1
"1003","R_26nEXLNNVuHyZ2i","debunk","false","asymp",8,3,0,3,2.66666666666667,2,3.16666666666667,1
"1004","R_26nEXLNNVuHyZ2i","debunk","true","asymp",91,91,23,3,2.66666666666667,2,3.16666666666667,1
"1005","R_2720j5Hbwp8xcQU","debunk","none","brain",81,63,71,3.83333333333333,4,2.83333333333333,4,1
"1006","R_2720j5Hbwp8xcQU","debunk","none","brain",67,68,86,3.83333333333333,4,2.83333333333333,4,1
"1007","R_2720j5Hbwp8xcQU","debunk","false","brain",37,34,53,3.83333333333333,4,2.83333333333333,4,1
"1008","R_2720j5Hbwp8xcQU","debunk","true","brain",80,73,85,3.83333333333333,4,2.83333333333333,4,1
"1009","R_2744oitU9xTvjat","misinfo","none","brain",49,51,51,3.83333333333333,2.33333333333333,2.5,4.33333333333333,1
"1010","R_2744oitU9xTvjat","misinfo","false","brain",51,49,51,3.83333333333333,2.33333333333333,2.5,4.33333333333333,1
"1011","R_2744oitU9xTvjat","misinfo","true","brain",51,51,100,3.83333333333333,2.33333333333333,2.5,4.33333333333333,1
"1012","R_27HT67E0dcru1ww","debunk","none","brain",90,95,80,3.33333333333333,2.83333333333333,3.66666666666667,3.66666666666667,1
"1013","R_27HT67E0dcru1ww","debunk","none","brain",70,50,100,3.33333333333333,2.83333333333333,3.66666666666667,3.66666666666667,1
"1014","R_27HT67E0dcru1ww","debunk","false","brain",30,30,80,3.33333333333333,2.83333333333333,3.66666666666667,3.66666666666667,1
"1015","R_27HT67E0dcru1ww","debunk","true","brain",40,39,70,3.33333333333333,2.83333333333333,3.66666666666667,3.66666666666667,1
"1016","R_27U3bXdcBG7UH6x","misinfo","none","ive",20,20,50,4.16666666666667,4.33333333333333,2.5,3.33333333333333,1
"1017","R_27U3bXdcBG7UH6x","misinfo","false","ive",60,50,50,4.16666666666667,4.33333333333333,2.5,3.33333333333333,1
"1018","R_27U3bXdcBG7UH6x","misinfo","true","ive",40,50,50,4.16666666666667,4.33333333333333,2.5,3.33333333333333,1
"1019","R_27jU9wTgrUa3rnL","debunk","none","rust",100,100,90,1.5,2.5,1.83333333333333,4,1
"1020","R_27jU9wTgrUa3rnL","debunk","none","rust",10,10,0,1.5,2.5,1.83333333333333,4,1
"1021","R_27jU9wTgrUa3rnL","debunk","false","rust",0,0,0,1.5,2.5,1.83333333333333,4,1
"1022","R_27jU9wTgrUa3rnL","debunk","true","rust",100,100,90,1.5,2.5,1.83333333333333,4,1
"1023","R_27sAImBhZUYiLNJ","correction","none","asp",99,85,21,1,3.5,2.33333333333333,4.33333333333333,1
"1024","R_27sAImBhZUYiLNJ","correction","false","asp",37,31,77,1,3.5,2.33333333333333,4.33333333333333,1
"1025","R_27sAImBhZUYiLNJ","correction","true","asp",79,86,81,1,3.5,2.33333333333333,4.33333333333333,1
"1026","R_27vWp795yk3PvHJ","debunk","none","ive",100,100,100,1.83333333333333,2.5,1.33333333333333,4,1
"1027","R_27vWp795yk3PvHJ","debunk","none","ive",90,90,70,1.83333333333333,2.5,1.33333333333333,4,1
"1028","R_27vWp795yk3PvHJ","debunk","false","ive",10,0,0,1.83333333333333,2.5,1.33333333333333,4,1
"1029","R_27vWp795yk3PvHJ","debunk","true","ive",95,95,50,1.83333333333333,2.5,1.33333333333333,4,1
"1030","R_27xGHrs4YW7yvfe","debunk","none","asymp",100,99,89,2.33333333333333,3.16666666666667,2.33333333333333,4,1
"1031","R_27xGHrs4YW7yvfe","debunk","none","asymp",2,3,0,2.33333333333333,3.16666666666667,2.33333333333333,4,1
"1032","R_27xGHrs4YW7yvfe","debunk","false","asymp",0,0,0,2.33333333333333,3.16666666666667,2.33333333333333,4,1
"1033","R_27xGHrs4YW7yvfe","debunk","true","asymp",93,99,99,2.33333333333333,3.16666666666667,2.33333333333333,4,1
"1034","R_28A09oZT8mYPSJ0","correction","none","herd",91,93,81,2,2.33333333333333,2.16666666666667,4,1
"1035","R_28A09oZT8mYPSJ0","correction","false","herd",60,52,95,2,2.33333333333333,2.16666666666667,4,1
"1036","R_28A09oZT8mYPSJ0","correction","true","herd",81,78,50,2,2.33333333333333,2.16666666666667,4,1
"1037","R_28BYExybsao0rpG","correction","none","herd",100,100,100,1,1,1,3,1
"1038","R_28BYExybsao0rpG","correction","false","herd",10,10,0,1,1,1,3,1
"1039","R_28BYExybsao0rpG","correction","true","herd",100,100,100,1,1,1,3,1
"1040","R_28I3FUA1Q0QmE1s","debunk","none","rust",73,68,70,3.83333333333333,4,3,3.5,1
"1041","R_28I3FUA1Q0QmE1s","debunk","none","rust",66,72,64,3.83333333333333,4,3,3.5,1
"1042","R_28I3FUA1Q0QmE1s","debunk","false","rust",63,56,58,3.83333333333333,4,3,3.5,1
"1043","R_28I3FUA1Q0QmE1s","debunk","true","rust",72,65,67,3.83333333333333,4,3,3.5,1
"1044","R_28MNAkemXAAhD4i","misinfo","none","rust",10,0,10,3,2.5,4.33333333333333,5,1
"1045","R_28MNAkemXAAhD4i","misinfo","false","rust",0,0,0,3,2.5,4.33333333333333,5,1
"1046","R_28MNAkemXAAhD4i","misinfo","true","rust",85,85,80,3,2.5,4.33333333333333,5,1
"1047","R_28YYL2vRxgZsaW5","correction","none","brain",100,100,100,2.66666666666667,1,2.66666666666667,2.16666666666667,1
"1048","R_28YYL2vRxgZsaW5","correction","false","brain",0,15,0,2.66666666666667,1,2.66666666666667,2.16666666666667,1
"1049","R_28YYL2vRxgZsaW5","correction","true","brain",80,56,28,2.66666666666667,1,2.66666666666667,2.16666666666667,1
"1050","R_290NuhPyvoeiYsF","debunk","none","rust",40,30,100,1.33333333333333,2.16666666666667,1,2.66666666666667,1
"1051","R_290NuhPyvoeiYsF","debunk","none","rust",0,0,0,1.33333333333333,2.16666666666667,1,2.66666666666667,1
"1052","R_290NuhPyvoeiYsF","debunk","false","rust",0,0,0,1.33333333333333,2.16666666666667,1,2.66666666666667,1
"1053","R_290NuhPyvoeiYsF","debunk","true","rust",70,80,90,1.33333333333333,2.16666666666667,1,2.66666666666667,1
"1054","R_290aX7q3tinY1BF","debunk","none","rust",12,12,50,2.66666666666667,3.5,3.66666666666667,4.16666666666667,1
"1055","R_290aX7q3tinY1BF","debunk","none","rust",76,77,25,2.66666666666667,3.5,3.66666666666667,4.16666666666667,1
"1056","R_290aX7q3tinY1BF","debunk","false","rust",6,7,78,2.66666666666667,3.5,3.66666666666667,4.16666666666667,1
"1057","R_290aX7q3tinY1BF","debunk","true","rust",100,100,100,2.66666666666667,3.5,3.66666666666667,4.16666666666667,1
"1058","R_295Qwks6XyDQ9i8","debunk","none","brain",80,80,70,2.5,2,2.16666666666667,1.66666666666667,1
"1059","R_295Qwks6XyDQ9i8","debunk","none","brain",20,20,30,2.5,2,2.16666666666667,1.66666666666667,1
"1060","R_295Qwks6XyDQ9i8","debunk","false","brain",30,20,25,2.5,2,2.16666666666667,1.66666666666667,1
"1061","R_295Qwks6XyDQ9i8","debunk","true","brain",90,90,90,2.5,2,2.16666666666667,1.66666666666667,1
"1062","R_2960XSNEVPSVKGO","correction","none","rust",60,70,70,3,2.66666666666667,2.5,3.83333333333333,1
"1063","R_2960XSNEVPSVKGO","correction","false","rust",5,0,0,3,2.66666666666667,2.5,3.83333333333333,1
"1064","R_2960XSNEVPSVKGO","correction","true","rust",75,75,75,3,2.66666666666667,2.5,3.83333333333333,1
"1065","R_29bpP0mGHERNKHS","debunk","none","ive",90,85,70,1.5,2,3.16666666666667,2,1
"1066","R_29bpP0mGHERNKHS","debunk","none","ive",0,0,0,1.5,2,3.16666666666667,2,1
"1067","R_29bpP0mGHERNKHS","debunk","false","ive",5,0,0,1.5,2,3.16666666666667,2,1
"1068","R_29bpP0mGHERNKHS","debunk","true","ive",95,95,85,1.5,2,3.16666666666667,2,1
"1069","R_29n0vsRf9ZiywYI","debunk","none","rust",2,0,52,4.16666666666667,3.66666666666667,1.5,4.5,1
"1070","R_29n0vsRf9ZiywYI","debunk","none","rust",15,14,51,4.16666666666667,3.66666666666667,1.5,4.5,1
"1071","R_29n0vsRf9ZiywYI","debunk","false","rust",50,50,70,4.16666666666667,3.66666666666667,1.5,4.5,1
"1072","R_29n0vsRf9ZiywYI","debunk","true","rust",41,63,81,4.16666666666667,3.66666666666667,1.5,4.5,1
"1073","R_29sHOmOcMAoNLSZ","correction","none","ive",100,100,89,1.66666666666667,2.83333333333333,1,4.5,1
"1074","R_29sHOmOcMAoNLSZ","correction","false","ive",60,65,30,1.66666666666667,2.83333333333333,1,4.5,1
"1075","R_29sHOmOcMAoNLSZ","correction","true","ive",51,70,85,1.66666666666667,2.83333333333333,1,4.5,1
"1076","R_29tcnd2AbL9QZRl","correction","none","brain",100,100,90,4,3.16666666666667,3.83333333333333,5.66666666666667,1
"1077","R_29tcnd2AbL9QZRl","correction","false","brain",65,65,0,4,3.16666666666667,3.83333333333333,5.66666666666667,1
"1078","R_29tcnd2AbL9QZRl","correction","true","brain",50,80,50,4,3.16666666666667,3.83333333333333,5.66666666666667,1
"1079","R_29uhWI7BF5n9nt5","correction","none","brain",51,51,51,2.83333333333333,4.33333333333333,2.83333333333333,3,1
"1080","R_29uhWI7BF5n9nt5","correction","false","brain",53,53,53,2.83333333333333,4.33333333333333,2.83333333333333,3,1
"1081","R_29uhWI7BF5n9nt5","correction","true","brain",55,55,55,2.83333333333333,4.33333333333333,2.83333333333333,3,1
"1082","R_2AHwS3spQUpHeG6","misinfo","none","rust",0,0,0,2.5,2.83333333333333,2.66666666666667,4,0.5
"1083","R_2AHwS3spQUpHeG6","misinfo","false","rust",0,0,0,2.5,2.83333333333333,2.66666666666667,4,0.5
"1084","R_2AHwS3spQUpHeG6","misinfo","true","rust",80,80,50,2.5,2.83333333333333,2.66666666666667,4,0.5
"1085","R_2ALjltLlyJWTITz","debunk","none","herd",100,100,97,3,4.5,4.33333333333333,4.5,1
"1086","R_2ALjltLlyJWTITz","debunk","none","herd",40,40,0,3,4.5,4.33333333333333,4.5,1
"1087","R_2ALjltLlyJWTITz","debunk","false","herd",40,28,7,3,4.5,4.33333333333333,4.5,1
"1088","R_2ALjltLlyJWTITz","debunk","true","herd",90,91,99,3,4.5,4.33333333333333,4.5,1
"1089","R_2AMbAxuZOYRGvvo","correction","none","asp",51,0,0,1,5.83333333333333,2.16666666666667,4.16666666666667,1
"1090","R_2AMbAxuZOYRGvvo","correction","false","asp",0,0,0,1,5.83333333333333,2.16666666666667,4.16666666666667,1
"1091","R_2AMbAxuZOYRGvvo","correction","true","asp",0,0,0,1,5.83333333333333,2.16666666666667,4.16666666666667,1
"1092","R_2AQCrDINDGahVw3","correction","none","brain",78,1,70,5.5,4.33333333333333,4.66666666666667,4.83333333333333,1
"1093","R_2AQCrDINDGahVw3","correction","false","brain",41,27,46,5.5,4.33333333333333,4.66666666666667,4.83333333333333,1
"1094","R_2AQCrDINDGahVw3","correction","true","brain",100,100,95,5.5,4.33333333333333,4.66666666666667,4.83333333333333,1
"1095","R_2ARL9wNoCMl9EjD","correction","none","asp",73,76,43,2,4,1.66666666666667,3.5,1
"1096","R_2ARL9wNoCMl9EjD","correction","false","asp",26,25,17,2,4,1.66666666666667,3.5,1
"1097","R_2ARL9wNoCMl9EjD","correction","true","asp",66,70,65,2,4,1.66666666666667,3.5,1
"1098","R_2AWFH4m29ONRgKR","correction","none","ive",96,95,67,1.83333333333333,4.5,1.16666666666667,3.16666666666667,1
"1099","R_2AWFH4m29ONRgKR","correction","false","ive",32,19,11,1.83333333333333,4.5,1.16666666666667,3.16666666666667,1
"1100","R_2AWFH4m29ONRgKR","correction","true","ive",93,90,65,1.83333333333333,4.5,1.16666666666667,3.16666666666667,1
"1101","R_2AYYYmBZKSo5wiG","correction","none","herd",100,100,100,2,3.16666666666667,2,2,1
"1102","R_2AYYYmBZKSo5wiG","correction","false","herd",0,0,0,2,3.16666666666667,2,2,1
"1103","R_2AYYYmBZKSo5wiG","correction","true","herd",100,100,100,2,3.16666666666667,2,2,1
"1104","R_2AYlDqbcMfppqGX","misinfo","none","asp",76,77,82,3.83333333333333,3.16666666666667,3.33333333333333,4.33333333333333,1
"1105","R_2AYlDqbcMfppqGX","misinfo","false","asp",75,75,76,3.83333333333333,3.16666666666667,3.33333333333333,4.33333333333333,1
"1106","R_2AYlDqbcMfppqGX","misinfo","true","asp",77,76,77,3.83333333333333,3.16666666666667,3.33333333333333,4.33333333333333,1
"1107","R_2B2IdXKZx2q9OMs","debunk","none","asp",63,49,49,2.83333333333333,3,2,2,1
"1108","R_2B2IdXKZx2q9OMs","debunk","none","asp",50,35,6,2.83333333333333,3,2,2,1
"1109","R_2B2IdXKZx2q9OMs","debunk","false","asp",49,29,8,2.83333333333333,3,2,2,1
"1110","R_2B2IdXKZx2q9OMs","debunk","true","asp",51,31,5,2.83333333333333,3,2,2,1
"1111","R_2B9wLREROTGeoHx","misinfo","none","asymp",18,12,5,2.83333333333333,3.5,2.5,4,1
"1112","R_2B9wLREROTGeoHx","misinfo","false","asymp",17,3,5,2.83333333333333,3.5,2.5,4,1
"1113","R_2B9wLREROTGeoHx","misinfo","true","asymp",27,36,39,2.83333333333333,3.5,2.5,4,1
"1114","R_2BbW4yDtqqHNUs6","misinfo","none","brain",30,20,0,3.16666666666667,3.33333333333333,2.66666666666667,2.5,1
"1115","R_2BbW4yDtqqHNUs6","misinfo","false","brain",20,10,0,3.16666666666667,3.33333333333333,2.66666666666667,2.5,1
"1116","R_2BbW4yDtqqHNUs6","misinfo","true","brain",70,75,100,3.16666666666667,3.33333333333333,2.66666666666667,2.5,1
"1117","R_2BlgxDgtpF8wUvs","misinfo","none","brain",0,0,0,3.83333333333333,2.16666666666667,2.66666666666667,4.16666666666667,1
"1118","R_2BlgxDgtpF8wUvs","misinfo","false","brain",0,0,0,3.83333333333333,2.16666666666667,2.66666666666667,4.16666666666667,1
"1119","R_2BlgxDgtpF8wUvs","misinfo","true","brain",87,88,88,3.83333333333333,2.16666666666667,2.66666666666667,4.16666666666667,1
"1120","R_2BxiUbHR1yWm6H7","debunk","none","ive",46,40,49,2,3,2,4,1
"1121","R_2BxiUbHR1yWm6H7","debunk","none","ive",21,20,15,2,3,2,4,1
"1122","R_2BxiUbHR1yWm6H7","debunk","false","ive",25,26,26,2,3,2,4,1
"1123","R_2BxiUbHR1yWm6H7","debunk","true","ive",73,76,74,2,3,2,4,1
"1124","R_2BzxIdrEMbDuxjm","misinfo","none","herd",17,0,0,2.83333333333333,3.33333333333333,2.33333333333333,4.33333333333333,1
"1125","R_2BzxIdrEMbDuxjm","misinfo","false","herd",0,0,0,2.83333333333333,3.33333333333333,2.33333333333333,4.33333333333333,1
"1126","R_2BzxIdrEMbDuxjm","misinfo","true","herd",40,20,70,2.83333333333333,3.33333333333333,2.33333333333333,4.33333333333333,1
"1127","R_2CEqwBZoIlUaEC9","debunk","none","rust",45,40,50,3,3.66666666666667,1.83333333333333,4.16666666666667,1
"1128","R_2CEqwBZoIlUaEC9","debunk","none","rust",50,30,NA,3,3.66666666666667,1.83333333333333,4.16666666666667,1
"1129","R_2CEqwBZoIlUaEC9","debunk","false","rust",30,21,31,3,3.66666666666667,1.83333333333333,4.16666666666667,1
"1130","R_2CEqwBZoIlUaEC9","debunk","true","rust",55,55,55,3,3.66666666666667,1.83333333333333,4.16666666666667,1
"1131","R_2CHYbQ5kjBwJGBU","misinfo","none","rust",55,31,51,2.33333333333333,1.5,2,3.83333333333333,1
"1132","R_2CHYbQ5kjBwJGBU","misinfo","false","rust",8,7,17,2.33333333333333,1.5,2,3.83333333333333,1
"1133","R_2CHYbQ5kjBwJGBU","misinfo","true","rust",88,77,74,2.33333333333333,1.5,2,3.83333333333333,1
"1134","R_2CJSKkD2XuYjgAb","misinfo","none","brain",37,40,30,2.66666666666667,3.5,3.33333333333333,3,1
"1135","R_2CJSKkD2XuYjgAb","misinfo","false","brain",12,13,5,2.66666666666667,3.5,3.33333333333333,3,1
"1136","R_2CJSKkD2XuYjgAb","misinfo","true","brain",92,89,50,2.66666666666667,3.5,3.33333333333333,3,1
"1137","R_2COLQXA2SHfRKqh","misinfo","none","rust",51,50,40,2.5,2.5,2.5,3,1
"1138","R_2COLQXA2SHfRKqh","misinfo","false","rust",46,46,45,2.5,2.5,2.5,3,1
"1139","R_2COLQXA2SHfRKqh","misinfo","true","rust",80,80,60,2.5,2.5,2.5,3,1
"1140","R_2CPVUGANdAaB4Fq","debunk","none","brain",51,51,36,3.83333333333333,3,2.66666666666667,4,1
"1141","R_2CPVUGANdAaB4Fq","debunk","none","brain",74,43,33,3.83333333333333,3,2.66666666666667,4,1
"1142","R_2CPVUGANdAaB4Fq","debunk","false","brain",55,44,26,3.83333333333333,3,2.66666666666667,4,1
"1143","R_2CPVUGANdAaB4Fq","debunk","true","brain",73,65,47,3.83333333333333,3,2.66666666666667,4,1
"1144","R_2CTzf1avMkRAIG6","correction","none","rust",50,50,55,1.83333333333333,2.5,2,3.33333333333333,1
"1145","R_2CTzf1avMkRAIG6","correction","false","rust",0,0,0,1.83333333333333,2.5,2,3.33333333333333,1
"1146","R_2CTzf1avMkRAIG6","correction","true","rust",60,56,51,1.83333333333333,2.5,2,3.33333333333333,1
"1147","R_2CZVXxsZUMOeGuM","misinfo","none","asymp",14,2,7,1,3,4,2.33333333333333,1
"1148","R_2CZVXxsZUMOeGuM","misinfo","false","asymp",20,2,10,1,3,4,2.33333333333333,1
"1149","R_2CZVXxsZUMOeGuM","misinfo","true","asymp",82,87,67,1,3,4,2.33333333333333,1
"1150","R_2CZftkmJK0zV9ay","misinfo","none","brain",0,0,0,1.83333333333333,3.33333333333333,2.5,2.16666666666667,1
"1151","R_2CZftkmJK0zV9ay","misinfo","false","brain",0,0,0,1.83333333333333,3.33333333333333,2.5,2.16666666666667,1
"1152","R_2CZftkmJK0zV9ay","misinfo","true","brain",100,100,100,1.83333333333333,3.33333333333333,2.5,2.16666666666667,1
"1153","R_2CjlSZW766BV2F1","misinfo","none","rust",16,2,14,3.33333333333333,2.66666666666667,1.83333333333333,4.66666666666667,1
"1154","R_2CjlSZW766BV2F1","misinfo","false","rust",1,1,1,3.33333333333333,2.66666666666667,1.83333333333333,4.66666666666667,1
"1155","R_2CjlSZW766BV2F1","misinfo","true","rust",82,71,91,3.33333333333333,2.66666666666667,1.83333333333333,4.66666666666667,1
"1156","R_2CkszdyxjfX8kdu","debunk","none","herd",70,NA,59,3.5,3.5,4.5,4.33333333333333,1
"1157","R_2CkszdyxjfX8kdu","debunk","none","herd",37,45,77,3.5,3.5,4.5,4.33333333333333,1
"1158","R_2CkszdyxjfX8kdu","debunk","false","herd",72,60,53,3.5,3.5,4.5,4.33333333333333,1
"1159","R_2CkszdyxjfX8kdu","debunk","true","herd",78,75,53,3.5,3.5,4.5,4.33333333333333,1
